FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
39141,Ross,Ohio,US,2022-01-06 04:22:09,39.33705391,-83.06000914,13837,242,,,"Ross, Ohio, US",18048.417812328804,1.7489340174893402
39143,Sandusky,Ohio,US,2022-01-06 04:22:09,41.35624126,-83.137872,11124,193,,,"Sandusky, Ohio, US",19009.53552752999,1.7349874145990651
39145,Scioto,Ohio,US,2022-01-06 04:22:09,38.80270163,-82.98907345,14379,197,,,"Scioto, Ohio, US",19092.067875826542,1.3700535503164337
39147,Seneca,Ohio,US,2022-01-06 04:22:09,41.12351311,-83.12783209,10238,192,,,"Seneca, Ohio, US",18554.496357243832,1.8753662824770463
39149,Shelby,Ohio,US,2022-01-06 04:22:09,40.33163494,-84.20258189,8499,151,,,"Shelby, Ohio, US",17491.253344309527,1.7766796093658077
39151,Stark,Ohio,US,2022-01-06 04:22:09,40.81482476,-81.36437305,66609,1326,,,"Stark, Ohio, US",17972.995580211867,1.9907219745079494
39153,Summit,Ohio,US,2022-01-06 04:22:09,41.12464734,-81.53123079,96399,1316,,,"Summit, Ohio, US",17818.240966483245,1.3651593896202243
39155,Trumbull,Ohio,US,2022-01-06 04:22:09,41.31735028,-80.76109643,33822,705,,,"Trumbull, Ohio, US",17084.061543434997,2.0844420791200995
39157,Tuscarawas,Ohio,US,2022-01-06 04:22:09,40.44214695,-81.47226262,17019,406,,,"Tuscarawas, Ohio, US",18501.52738973985,2.3855690698630942
90039,Unassigned,Ohio,US,2022-01-06 04:22:09,,,0,7,,,"Unassigned, Ohio, US",,
39159,Union,Ohio,US,2022-01-06 04:22:09,40.30016061,-83.37239023,11329,81,,,"Union, Ohio, US",19205.60113921476,0.7149792567746491
39161,Van Wert,Ohio,US,2022-01-06 04:22:09,40.8554138,-84.59111700000003,5189,112,,,"Van Wert, Ohio, US",18351.900972590636,2.1584120254384276
39163,Vinton,Ohio,US,2022-01-06 04:22:09,39.25208988,-82.4831444,2145,43,,,"Vinton, Ohio, US",16392.816201757738,2.0046620046620047
39165,Warren,Ohio,US,2022-01-06 04:22:09,39.42581994,-84.16557457,42393,453,,,"Warren, Ohio, US",18070.17842985141,1.0685726417097163
39167,Washington,Ohio,US,2022-01-06 04:22:09,39.45690571,-81.49121382,9596,168,,,"Washington, Ohio, US",16017.092019829412,1.7507294706127554
39169,Wayne,Ohio,US,2022-01-06 04:22:09,40.82925852,-81.88844833,18989,336,,,"Wayne, Ohio, US",16410.854723014432,1.7694454684290906
39171,Williams,Ohio,US,2022-01-06 04:22:09,41.56052014,-84.58429552,7265,127,,,"Williams, Ohio, US",19799.95639376431,1.748107364074329
39173,Wood,Ohio,US,2022-01-06 04:22:09,41.36224827,-83.62285108,23800,281,,,"Wood, Ohio, US",18193.354074776213,1.180672268907563
39175,Wyandot,Ohio,US,2022-01-06 04:22:09,40.84339621,-83.30734173,4296,83,,,"Wyandot, Ohio, US",19731.765570457468,1.9320297951582868
40001,Adair,Oklahoma,US,2022-01-06 04:22:09,35.88494195,-94.65859267,5218,63,,,"Adair, Oklahoma, US",23510.858790664144,1.2073591414334994
40003,Alfalfa,Oklahoma,US,2022-01-06 04:22:09,36.73090616,-98.32408495,1452,10,,,"Alfalfa, Oklahoma, US",25464.749210803227,0.6887052341597796
40005,Atoka,Oklahoma,US,2022-01-06 04:22:09,34.37366573,-96.03802487,2913,40,,,"Atoka, Oklahoma, US",21173.135630178804,1.3731548232063164
40007,Beaver,Oklahoma,US,2022-01-06 04:22:09,36.7496847,-100.4758872,715,10,,,"Beaver, Oklahoma, US",13462.624741103371,1.3986013986013985
40009,Beckham,Oklahoma,US,2022-01-06 04:22:09,35.26862449,-99.68128023,4321,84,,,"Beckham, Oklahoma, US",19767.601445628803,1.943994445730155
40011,Blaine,Oklahoma,US,2022-01-06 04:22:09,35.87518314,-98.43307003,1722,32,,,"Blaine, Oklahoma, US",18262.80623608017,1.8583042973286876
40013,Bryan,Oklahoma,US,2022-01-06 04:22:09,33.96472458,-96.25903472,9656,118,,,"Bryan, Oklahoma, US",20118.76237108032,1.2220381110190555
40015,Caddo,Oklahoma,US,2022-01-06 04:22:09,35.17364557,-98.37534464,5692,138,,,"Caddo, Oklahoma, US",19790.000695361938,2.4244553759662684
40017,Canadian,Oklahoma,US,2022-01-06 04:22:09,35.5426055,-97.98465569,26560,315,,,"Canadian, Oklahoma, US",17908.91804782005,1.1859939759036144
40019,Carter,Oklahoma,US,2022-01-06 04:22:09,34.25103751,-97.28552485,9810,201,,,"Carter, Oklahoma, US",20390.34732181829,2.0489296636085625
40021,Cherokee,Oklahoma,US,2022-01-06 04:22:09,35.90692775,-94.99980896,9622,127,,,"Cherokee, Oklahoma, US",19775.16081961485,1.3198919143629184
40023,Choctaw,Oklahoma,US,2022-01-06 04:22:09,34.02807439,-95.54771129,2883,52,,,"Choctaw, Oklahoma, US",19649.672846237732,1.803676725633021
40025,Cimarron,Oklahoma,US,2022-01-06 04:22:09,36.74817177,-102.5173885,429,0,,,"Cimarron, Oklahoma, US",20074.87131492747,0.0
40027,Cleveland,Oklahoma,US,2022-01-06 04:22:09,35.20413532,-97.32519562,51360,655,,,"Cleveland, Oklahoma, US",18083.61559641426,1.2753115264797508
40029,Coal,Oklahoma,US,2022-01-06 04:22:09,34.58840127,-96.29798747,1129,20,,,"Coal, Oklahoma, US",20545.9508644222,1.7714791851195748
40031,Comanche,Oklahoma,US,2022-01-06 04:22:09,34.65973764,-98.47195055,22680,335,,,"Comanche, Oklahoma, US",18782.7642464948,1.4770723104056438
40033,Cotton,Oklahoma,US,2022-01-06 04:22:09,34.28845626,-98.37053567,1044,23,,,"Cotton, Oklahoma, US",18425.6971408401,2.203065134099617
40035,Craig,Oklahoma,US,2022-01-06 04:22:09,36.76268118,-95.20916602,3379,38,,,"Craig, Oklahoma, US",23893.36727478433,1.1245930748742232
40037,Creek,Oklahoma,US,2022-01-06 04:22:09,35.90230551,-96.37086028,12601,282,,,"Creek, Oklahoma, US",17618.355191409635,2.237917625585271
40039,Custer,Oklahoma,US,2022-01-06 04:22:09,35.63853802,-99.00170785,5835,136,,,"Custer, Oklahoma, US",20118.60841981864,2.3307626392459295
40041,Delaware,Oklahoma,US,2022-01-06 04:22:09,36.40823634,-94.80325046,8003,172,,,"Delaware, Oklahoma, US",18607.733265130555,2.1491940522304134
40043,Dewey,Oklahoma,US,2022-01-06 04:22:09,35.98772922,-99.00730714,827,24,,,"Dewey, Oklahoma, US",16908.607646698016,2.902055622732769
40045,Ellis,Oklahoma,US,2022-01-06 04:22:09,36.218019399999996,-99.75324573,573,6,,,"Ellis, Oklahoma, US",14848.406322881578,1.0471204188481675
40047,Garfield,Oklahoma,US,2022-01-06 04:22:09,36.3791334,-97.78265517,11092,222,,,"Garfield, Oklahoma, US",18166.928721174005,2.001442481067436
40049,Garvin,Oklahoma,US,2022-01-06 04:22:09,34.70418038,-97.30811132,5252,111,,,"Garvin, Oklahoma, US",18952.762440907944,2.1134805788271134
40051,Grady,Oklahoma,US,2022-01-06 04:22:09,35.0167709,-97.88339847,9413,203,,,"Grady, Oklahoma, US",16858.903177275497,2.156591947306916
40053,Grant,Oklahoma,US,2022-01-06 04:22:09,36.796296999999996,-97.78638765,760,8,,,"Grant, Oklahoma, US",17539.810754673435,1.0526315789473684
40055,Greer,Oklahoma,US,2022-01-06 04:22:09,34.93535801,-99.56056120000001,845,27,,,"Greer, Oklahoma, US",14793.417366946778,3.195266272189349
40057,Harmon,Oklahoma,US,2022-01-06 04:22:09,34.7440135,-99.84741652,404,9,,,"Harmon, Oklahoma, US",15228.04372408594,2.227722772277228
40059,Harper,Oklahoma,US,2022-01-06 04:22:09,36.78836519,-99.6679804,567,10,,,"Harper, Oklahoma, US",15374.186550976141,1.763668430335097
40061,Haskell,Oklahoma,US,2022-01-06 04:22:09,35.22257600000001,-95.11513306,1960,33,,,"Haskell, Oklahoma, US",15522.293498059711,1.683673469387755
40063,Hughes,Oklahoma,US,2022-01-06 04:22:09,35.04912569,-96.24921145,1860,48,,,"Hughes, Oklahoma, US",14007.078846298667,2.5806451612903225
40065,Jackson,Oklahoma,US,2022-01-06 04:22:09,34.58781741,-99.41138784,4487,89,,,"Jackson, Oklahoma, US",18291.887484712595,1.9835079117450412
40067,Jefferson,Oklahoma,US,2022-01-06 04:22:09,34.11130184,-97.83182974,991,20,,,"Jefferson, Oklahoma, US",16511.162945684773,2.0181634712411705
40069,Johnston,Oklahoma,US,2022-01-06 04:22:09,34.31440473,-96.66011537,2087,49,,,"Johnston, Oklahoma, US",18827.24402345512,2.347867752755151
40071,Kay,Oklahoma,US,2022-01-06 04:22:09,36.81799745,-97.14421435,8683,175,,,"Kay, Oklahoma, US",19943.49763425054,2.0154324542208912
40073,Kingfisher,Oklahoma,US,2022-01-06 04:22:09,35.94530008,-97.94193268,2822,56,,,"Kingfisher, Oklahoma, US",17900.412305740563,1.984408221119773
40075,Kiowa,Oklahoma,US,2022-01-06 04:22:09,34.91671958,-98.97720696,1284,46,,,"Kiowa, Oklahoma, US",14745.062011943039,3.5825545171339566
40077,Latimer,Oklahoma,US,2022-01-06 04:22:09,34.87844729,-95.25215049,1645,29,,,"Latimer, Oklahoma, US",16330.78526754691,1.762917933130699
40079,Le Flore,Oklahoma,US,2022-01-06 04:22:09,34.89851864,-94.70392124,8883,94,,,"Le Flore, Oklahoma, US",17818.386055001705,1.0582010582010581
40081,Lincoln,Oklahoma,US,2022-01-06 04:22:09,35.70270942,-96.8812462,5508,119,,,"Lincoln, Oklahoma, US",15792.642715829918,2.1604938271604937
40083,Logan,Oklahoma,US,2022-01-06 04:22:09,35.91899576,-97.44352845,7349,131,,,"Logan, Oklahoma, US",15306.908833392348,1.7825554497210505
40085,Love,Oklahoma,US,2022-01-06 04:22:09,33.95273467,-97.23906784,2142,30,,,"Love, Oklahoma, US",20891.446405929968,1.4005602240896358
40093,Major,Oklahoma,US,2022-01-06 04:22:09,36.31149996,-98.53467076,1580,34,,,"Major, Oklahoma, US",20710.44697863416,2.151898734177215
40095,Marshall,Oklahoma,US,2022-01-06 04:22:09,34.02311222,-96.76855464,3014,31,,,"Marshall, Oklahoma, US",17801.66558384029,1.028533510285335
40097,Mayes,Oklahoma,US,2022-01-06 04:22:09,36.30179091,-95.23175116,7299,133,,,"Mayes, Oklahoma, US",17759.12408759124,1.8221674201945472
40087,McClain,Oklahoma,US,2022-01-06 04:22:09,35.01123903,-97.44572302,8230,106,,,"McClain, Oklahoma, US",20334.041606957548,1.2879708383961117
40089,McCurtain,Oklahoma,US,2022-01-06 04:22:09,34.11664328,-94.77222373,6041,140,,,"McCurtain, Oklahoma, US",18399.731968810916,2.317497103128621
40091,McIntosh,Oklahoma,US,2022-01-06 04:22:09,35.37235506,-95.66599306,3250,106,,,"McIntosh, Oklahoma, US",16585.01735047969,3.2615384615384615
40099,Murray,Oklahoma,US,2022-01-06 04:22:09,34.48116015,-97.06826283,2883,57,,,"Murray, Oklahoma, US",20486.03709230441,1.9771071800208118
40101,Muskogee,Oklahoma,US,2022-01-06 04:22:09,35.61318461,-95.37802952,14441,282,,,"Muskogee, Oklahoma, US",21237.701663308675,1.9527733536458693
40103,Noble,Oklahoma,US,2022-01-06 04:22:09,36.38953329,-97.22928674,2063,34,,,"Noble, Oklahoma, US",18533.82445422693,1.6480853126514785
40105,Nowata,Oklahoma,US,2022-01-06 04:22:09,36.79843529,-95.61902331,2038,34,,,"Nowata, Oklahoma, US",20226.28026994839,1.6683022571148185
40107,Okfuskee,Oklahoma,US,2022-01-06 04:22:09,35.46485198,-96.32639984,2525,49,,,"Okfuskee, Oklahoma, US",21053.948136412902,1.9405940594059405
40109,Oklahoma,Oklahoma,US,2022-01-06 04:22:09,35.55140095,-97.40716948,133209,1981,,,"Oklahoma, Oklahoma, US",16704.705342385703,1.48713675502406
40111,Okmulgee,Oklahoma,US,2022-01-06 04:22:09,35.64661916,-95.96432828,6772,155,,,"Okmulgee, Oklahoma, US",17605.615494605485,2.28883638511518
40113,Osage,Oklahoma,US,2022-01-06 04:22:09,36.62888819,-96.39635704,7975,141,,,"Osage, Oklahoma, US",16981.453484658134,1.7680250783699059
40115,Ottawa,Oklahoma,US,2022-01-06 04:22:09,36.83532655,-94.81011909,6725,104,,,"Ottawa, Oklahoma, US",21605.037427313902,1.546468401486989
80040,Out of OK,Oklahoma,US,2022-01-06 04:22:09,,,0,0,,,"Out of OK, Oklahoma, US",,
40117,Pawnee,Oklahoma,US,2022-01-06 04:22:09,36.31743373,-96.70331759999999,2983,70,,,"Pawnee, Oklahoma, US",18215.681485100147,2.3466309084813948
40119,Payne,Oklahoma,US,2022-01-06 04:22:09,36.07695283,-96.97584944,12970,127,,,"Payne, Oklahoma, US",15858.847696370927,0.9791827293754819
40121,Pittsburg,Oklahoma,US,2022-01-06 04:22:09,34.92065823,-95.75134320000001,7422,170,,,"Pittsburg, Oklahoma, US",17001.878407476986,2.2904877391538667
40123,Pontotoc,Oklahoma,US,2022-01-06 04:22:09,34.72959848,-96.68337199,7658,108,,,"Pontotoc, Oklahoma, US",20003.134468707554,1.4102898929224341
40125,Pottawatomie,Oklahoma,US,2022-01-06 04:22:09,35.20614018,-96.94923008,13792,224,,,"Pottawatomie, Oklahoma, US",18999.33877011241,1.6241299303944317
40127,Pushmataha,Oklahoma,US,2022-01-06 04:22:09,34.41635232,-95.37603505,1891,42,,,"Pushmataha, Oklahoma, US",17042.17736121125,2.22104706504495
40129,Roger Mills,Oklahoma,US,2022-01-06 04:22:09,35.68711719,-99.69666167,704,13,,,"Roger Mills, Oklahoma, US",19648.33938040748,1.8465909090909092
40131,Rogers,Oklahoma,US,2022-01-06 04:22:09,36.37004357,-95.60406759,18111,316,,,"Rogers, Oklahoma, US",19588.141770947124,1.7447959803434376
40133,Seminole,Oklahoma,US,2022-01-06 04:22:09,35.16478725,-96.61686741,4261,106,,,"Seminole, Oklahoma, US",17565.339269519332,2.487678948603614
40135,Sequoyah,Oklahoma,US,2022-01-06 04:22:09,35.49447108,-94.75463785,7248,94,,,"Sequoyah, Oklahoma, US",17436.070148427916,1.2969094922737308
40137,Stephens,Oklahoma,US,2022-01-06 04:22:09,34.48556989,-97.85141892,8318,156,,,"Stephens, Oklahoma, US",19280.06860904434,1.8754508295263284
40139,Texas,Oklahoma,US,2022-01-06 04:22:09,36.74777635,-101.4889765,4624,44,,,"Texas, Oklahoma, US",23139.66871841065,0.9515570934256056
40141,Tillman,Oklahoma,US,2022-01-06 04:22:09,34.37288446,-98.92426619,1102,29,,,"Tillman, Oklahoma, US",15200.0,2.6315789473684212
40143,Tulsa,Oklahoma,US,2022-01-06 04:22:09,36.11939621,-95.94013939,118783,1816,,,"Tulsa, Oklahoma, US",18230.778203428126,1.5288383017771903
90040,Unassigned,Oklahoma,US,2022-01-06 04:22:09,,,8073,894,,,"Unassigned, Oklahoma, US",,11.073950204384987
40145,Wagoner,Oklahoma,US,2022-01-06 04:22:09,35.96024096,-95.51911308,15282,221,,,"Wagoner, Oklahoma, US",18799.59158065667,1.4461457924355452
40147,Washington,Oklahoma,US,2022-01-06 04:22:09,36.71380786,-95.90514104,9221,213,,,"Washington, Oklahoma, US",17895.472276670484,2.309944691465134
40149,Washita,Oklahoma,US,2022-01-06 04:22:09,35.29071824,-98.99180434,1852,34,,,"Washita, Oklahoma, US",16965.921582997442,1.83585313174946
40151,Woods,Oklahoma,US,2022-01-06 04:22:09,36.76705782,-98.86573064,1830,30,,,"Woods, Oklahoma, US",20812.009553053565,1.639344262295082
40153,Woodward,Oklahoma,US,2022-01-06 04:22:09,36.42316318,-99.26283045,4247,55,,,"Woodward, Oklahoma, US",21013.30958388996,1.2950317871438664
41001,Baker,Oregon,US,2022-01-06 04:22:09,44.70915557,-117.6749883,2351,37,,,"Baker, Oregon, US",14580.74919374845,1.5737983836665248
41003,Benton,Oregon,US,2022-01-06 04:22:09,44.49167306,-123.4316987,7346,43,,,"Benton, Oregon, US",7894.425757364082,0.5853525728287503
41005,Clackamas,Oregon,US,2022-01-06 04:22:09,45.18787398,-122.2179634,37782,433,,,"Clackamas, Oregon, US",9034.714135063978,1.1460483828278016
41007,Clatsop,Oregon,US,2022-01-06 04:22:09,45.99712889,-123.660711,2963,36,,,"Clatsop, Oregon, US",7366.249005568815,1.2149848126898415
41009,Columbia,Oregon,US,2022-01-06 04:22:09,45.94464254,-123.08908980000001,4890,62,,,"Columbia, Oregon, US",9340.260534056617,1.2678936605316973
41011,Coos,Oregon,US,2022-01-06 04:22:09,43.17406868,-124.0594514,6578,123,,,"Coos, Oregon, US",10200.505528246003,1.869869261173609
41013,Crook,Oregon,US,2022-01-06 04:22:09,44.14230227,-120.356297,3767,60,,,"Crook, Oregon, US",15435.994099327982,1.5927794000530926
41015,Curry,Oregon,US,2022-01-06 04:22:09,42.45911325,-124.15728200000001,2041,40,,,"Curry, Oregon, US",8902.944383860415,1.9598236158745712
41017,Deschutes,Oregon,US,2022-01-06 04:22:09,43.91570171,-121.2289121,27945,215,,,"Deschutes, Oregon, US",14135.625113813408,0.7693684022186438
41019,Douglas,Oregon,US,2022-01-06 04:22:09,43.27941273,-123.16729099999999,14534,317,,,"Douglas, Oregon, US",13096.053342944675,2.181092610430714
41021,Gilliam,Oregon,US,2022-01-06 04:22:09,45.37160076,-120.20488689999999,211,4,,,"Gilliam, Oregon, US",11035.564853556485,1.8957345971563981
41023,Grant,Oregon,US,2022-01-06 04:22:09,44.49024544,-119.0068631,1209,17,,,"Grant, Oregon, US",16793.999166550908,1.4061207609594706
41025,Harney,Oregon,US,2022-01-06 04:22:09,43.06422669,-118.96663059999999,1265,34,,,"Harney, Oregon, US",17110.78046801028,2.6877470355731226
41027,Hood River,Oregon,US,2022-01-06 04:22:09,45.51872811,-121.65520359999998,2348,38,,,"Hood River, Oregon, US",10041.912582328288,1.6183986371379897
41029,Jackson,Oregon,US,2022-01-06 04:22:09,42.43201126,-122.72893090000001,27608,399,,,"Jackson, Oregon, US",12495.473966253892,1.445233265720081
41031,Jefferson,Oregon,US,2022-01-06 04:22:09,44.62806839,-121.17832,4601,69,,,"Jefferson, Oregon, US",18659.25865844756,1.4996739839165398
41033,Josephine,Oregon,US,2022-01-06 04:22:09,42.3665549,-123.5561938,11298,271,,,"Josephine, Oregon, US",12913.918639340704,2.3986546291379005
41035,Klamath,Oregon,US,2022-01-06 04:22:09,42.68762984,-121.64964609999998,9533,170,,,"Klamath, Oregon, US",13970.221870512029,1.783279135634113
41037,Lake,Oregon,US,2022-01-06 04:22:09,42.79246693,-120.38501629999999,1087,22,,,"Lake, Oregon, US",13813.699326470962,2.0239190432382705
41039,Lane,Oregon,US,2022-01-06 04:22:09,43.93727035,-122.847753,33914,387,,,"Lane, Oregon, US",8876.453606304653,1.1411216606711092
41041,Lincoln,Oregon,US,2022-01-06 04:22:09,44.64252874,-123.86991200000001,4074,58,,,"Lincoln, Oregon, US",8154.197189864297,1.4236622484045165
41043,Linn,Oregon,US,2022-01-06 04:22:09,44.48899494,-122.53731540000001,16531,209,,,"Linn, Oregon, US",12740.753300603474,1.2642913314379045
41045,Malheur,Oregon,US,2022-01-06 04:22:09,43.1937027,-117.62273950000001,6103,94,,,"Malheur, Oregon, US",19963.363972392137,1.5402261183024741
41047,Marion,Oregon,US,2022-01-06 04:22:09,44.90287942,-122.58151170000001,43217,550,,,"Marion, Oregon, US",12425.17638535096,1.2726473378531595
41049,Morrow,Oregon,US,2022-01-06 04:22:09,45.41846568,-119.584546,2100,26,,,"Morrow, Oregon, US",18098.767560113763,1.2380952380952381
41051,Multnomah,Oregon,US,2022-01-06 04:22:09,45.54747959,-122.4169351,70432,911,,,"Multnomah, Oregon, US",8664.768009054504,1.2934461608359837
41053,Polk,Oregon,US,2022-01-06 04:22:09,44.90322804,-123.4128888,9140,112,,,"Polk, Oregon, US",10617.413022013126,1.225382932166302
41055,Sherman,Oregon,US,2022-01-06 04:22:09,45.41501554,-120.6827834,208,3,,,"Sherman, Oregon, US",11685.393258426966,1.4423076923076923
41057,Tillamook,Oregon,US,2022-01-06 04:22:09,45.46248721,-123.712066,2496,51,,,"Tillamook, Oregon, US",9232.134931202841,2.043269230769231
41059,Umatilla,Oregon,US,2022-01-06 04:22:09,45.59073056,-118.7353826,16051,187,,,"Umatilla, Oregon, US",20591.40474663245,1.1650364463273317
90041,Unassigned,Oregon,US,2022-01-06 04:22:09,,,0,0,,,"Unassigned, Oregon, US",,
41061,Union,Oregon,US,2022-01-06 04:22:09,45.30915495,-118.0068979,3608,64,,,"Union, Oregon, US",13445.127631824109,1.7738359201773837
41063,Wallowa,Oregon,US,2022-01-06 04:22:09,45.57894064,-117.18353799999998,813,13,,,"Wallowa, Oregon, US",11279.134295227524,1.5990159901599017
41065,Wasco,Oregon,US,2022-01-06 04:22:09,45.16292781,-121.16709540000001,3396,48,,,"Wasco, Oregon, US",12727.681583089725,1.4134275618374559
41067,Washington,Oregon,US,2022-01-06 04:22:09,45.55972701,-123.0955257,49230,451,,,"Washington, Oregon, US",8183.28701179537,0.916108064188503
41069,Wheeler,Oregon,US,2022-01-06 04:22:09,44.72698162,-120.02814270000002,146,2,,,"Wheeler, Oregon, US",10960.960960960962,1.36986301369863
41071,Yamhill,Oregon,US,2022-01-06 04:22:09,45.23330449,-123.3086963,10832,163,,,"Yamhill, Oregon, US",10113.91223155929,1.5048005908419497
42001,Adams,Pennsylvania,US,2022-01-06 04:22:09,39.87140411,-77.21610347,19223,284,,,"Adams, Pennsylvania, US",18661.476181692862,1.4773968683348073
42003,Allegheny,Pennsylvania,US,2022-01-06 04:22:09,40.46809875,-79.98167747,190152,2750,,,"Allegheny, Pennsylvania, US",15636.921331036267,1.4462114518911187
42005,Armstrong,Pennsylvania,US,2022-01-06 04:22:09,40.81665618,-79.46290811,12293,277,,,"Armstrong, Pennsylvania, US",18989.727349965244,2.253314894655495
42007,Beaver,Pennsylvania,US,2022-01-06 04:22:09,40.6825484,-80.34921611,30740,612,,,"Beaver, Pennsylvania, US",18752.0206918849,1.9908913467794405
42009,Bedford,Pennsylvania,US,2022-01-06 04:22:09,40.00522157,-78.48998442,8926,228,,,"Bedford, Pennsylvania, US",18639.325091881048,2.554335648666816
42011,Berks,Pennsylvania,US,2022-01-06 04:22:09,40.41570541,-75.92457766,80690,1346,,,"Berks, Pennsylvania, US",19158.807495417463,1.668112529433635
42013,Blair,Pennsylvania,US,2022-01-06 04:22:09,40.47961444,-78.34917412,23425,504,,,"Blair, Pennsylvania, US",19227.770071165323,2.151547491995731
42015,Bradford,Pennsylvania,US,2022-01-06 04:22:09,41.78869215,-76.51570822,11196,157,,,"Bradford, Pennsylvania, US",18560.084876415294,1.4022865309038943
42017,Bucks,Pennsylvania,US,2022-01-06 04:22:09,40.33682119,-75.10836643,96801,1566,,,"Bucks, Pennsylvania, US",15407.547710379296,1.6177518827284842
42019,Butler,Pennsylvania,US,2022-01-06 04:22:09,40.91152759,-79.91351055,34393,620,,,"Butler, Pennsylvania, US",18308.464597318114,1.8026924083389062
42021,Cambria,Pennsylvania,US,2022-01-06 04:22:09,40.49527404,-78.71377428,26302,628,,,"Cambria, Pennsylvania, US",20202.470197861618,2.3876511291916964
42023,Cameron,Pennsylvania,US,2022-01-06 04:22:09,41.43625568,-78.20376845,654,13,,,"Cameron, Pennsylvania, US",14706.543737351023,1.9877675840978593
42025,Carbon,Pennsylvania,US,2022-01-06 04:22:09,40.91545395,-75.7068525,12334,235,,,"Carbon, Pennsylvania, US",19217.22601352404,1.905302416085617
42027,Centre,Pennsylvania,US,2022-01-06 04:22:09,40.92058903,-77.82200624,27230,293,,,"Centre, Pennsylvania, US",16768.790220771618,1.0760190965846492
42029,Chester,Pennsylvania,US,2022-01-06 04:22:09,39.97291773,-75.74768357,71223,976,,,"Chester, Pennsylvania, US",13566.569966227864,1.3703438495991462
42031,Clarion,Pennsylvania,US,2022-01-06 04:22:09,41.19265812,-79.42413524,6652,173,,,"Clarion, Pennsylvania, US",17305.791144180243,2.6007215874924836
42033,Clearfield,Pennsylvania,US,2022-01-06 04:22:09,41.00110782,-78.47592663,14806,263,,,"Clearfield, Pennsylvania, US",18681.47120055517,1.7763069026070513
42035,Clinton,Pennsylvania,US,2022-01-06 04:22:09,41.23255967,-77.63785995,6968,108,,,"Clinton, Pennsylvania, US",18036.860633671567,1.5499425947187142
42037,Columbia,Pennsylvania,US,2022-01-06 04:22:09,41.04821986,-76.40565017,11388,192,,,"Columbia, Pennsylvania, US",17529.708761775753,1.6859852476290833
42039,Crawford,Pennsylvania,US,2022-01-06 04:22:09,41.68447709,-80.10760592,15731,262,,,"Crawford, Pennsylvania, US",18588.190809297048,1.6655012395906172
42041,Cumberland,Pennsylvania,US,2022-01-06 04:22:09,40.1625372,-77.26130755,38526,731,,,"Cumberland, Pennsylvania, US",15205.430792911553,1.897419924207029
42043,Dauphin,Pennsylvania,US,2022-01-06 04:22:09,40.41377078,-76.77993242,46186,772,,,"Dauphin, Pennsylvania, US",16595.819604094875,1.6715021868098558
42045,Delaware,Pennsylvania,US,2022-01-06 04:22:09,39.91680171,-75.40243663,86243,1594,,,"Delaware, Pennsylvania, US",15217.195679906556,1.8482659462217224
42047,Elk,Pennsylvania,US,2022-01-06 04:22:09,41.42822061,-78.64524744,5485,78,,,"Elk, Pennsylvania, US",18338.348378468734,1.422060164083865
42049,Erie,Pennsylvania,US,2022-01-06 04:22:09,41.99253829,-80.03301954,43747,637,,,"Erie, Pennsylvania, US",16218.931664491636,1.4560998468466408
42051,Fayette,Pennsylvania,US,2022-01-06 04:22:09,39.92041012,-79.64291195,23710,542,,,"Fayette, Pennsylvania, US",18340.88834568436,2.2859552931252636
42053,Forest,Pennsylvania,US,2022-01-06 04:22:09,41.51095103,-79.23229292,1876,31,,,"Forest, Pennsylvania, US",25886.5737546571,1.652452025586354
42055,Franklin,Pennsylvania,US,2022-01-06 04:22:09,39.92956518,-77.72157791,31041,554,,,"Franklin, Pennsylvania, US",20022.963741799816,1.7847363164846493
42057,Fulton,Pennsylvania,US,2022-01-06 04:22:09,39.92913544,-78.11163677,3221,51,,,"Fulton, Pennsylvania, US",22167.92842395045,1.5833592052157714
42059,Greene,Pennsylvania,US,2022-01-06 04:22:09,39.85746531,-80.22357106,6513,82,,,"Greene, Pennsylvania, US",17975.326359948114,1.2590204206970674
42061,Huntingdon,Pennsylvania,US,2022-01-06 04:22:09,40.42162652,-77.97673273,8681,206,,,"Huntingdon, Pennsylvania, US",19229.57646641857,2.372998502476673
42063,Indiana,Pennsylvania,US,2022-01-06 04:22:09,40.65241041,-79.08963285,12948,303,,,"Indiana, Pennsylvania, US",15400.901597421289,2.340129749768304
42065,Jefferson,Pennsylvania,US,2022-01-06 04:22:09,41.12913106,-78.9986361,7033,186,,,"Jefferson, Pennsylvania, US",16195.739781232007,2.6446751030854543
42067,Juniata,Pennsylvania,US,2022-01-06 04:22:09,40.53358749,-77.39975129999998,3887,151,,,"Juniata, Pennsylvania, US",15696.805718208618,3.884744018523283
42069,Lackawanna,Pennsylvania,US,2022-01-06 04:22:09,41.43564672,-75.60379201,31291,605,,,"Lackawanna, Pennsylvania, US",14923.643370184187,1.933463296155444
42071,Lancaster,Pennsylvania,US,2022-01-06 04:22:09,40.03904563,-76.24770128,96121,1567,,,"Lancaster, Pennsylvania, US",17613.482273090427,1.6302368889212555
42073,Lawrence,Pennsylvania,US,2022-01-06 04:22:09,40.99206278,-80.33393706,15116,342,,,"Lawrence, Pennsylvania, US",17677.051174104217,2.262503307753374
